Date,Views,Subscribers gained
2018-09-27,28,0
2018-09-28,38,0
2018-09-29,60,0
2018-09-30,55,1
2018-10-01,37,0
2018-10-02,45,1
2018-10-03,43,0
2018-10-04,52,0
2018-10-05,45,0
2018-10-06,351,0
2018-10-07,714,1
2018-10-08,81,0
2018-10-09,31,0
2018-10-10,50,0
2018-10-11,41,0
2018-10-12,40,1
2018-10-13,53,0
2018-10-14,54,0
2018-10-15,37,0
2018-10-16,25,0
2018-10-17,41,1
2018-10-18,37,0
2018-10-19,48,1
2018-10-20,39,0
2018-10-21,52,0
2018-10-22,44,0
2018-10-23,37,0
2018-10-24,25,0
2018-10-25,31,0
2018-10-26,32,0
2018-10-27,48,0
2018-10-28,41,0
2018-10-29,37,0
2018-10-30,33,0
2018-10-31,27,0
2018-11-01,21,1
2018-11-02,34,0
2018-11-03,51,0
2018-11-04,36,0
2018-11-05,20,0
2018-11-06,20,0
2018-11-07,31,0
2018-11-08,35,0
2018-11-09,42,0
2018-11-10,64,0
2018-11-11,37,0
2018-11-12,38,0
2018-11-13,24,0
2018-11-14,37,0
2018-11-15,23,0
2018-11-16,32,0
2018-11-17,40,0
2018-11-18,49,0
2018-11-19,37,0
2018-11-20,40,0
2018-11-21,40,0
2018-11-22,50,0
2018-11-23,44,0
2018-11-24,52,0
2018-11-25,51,0
2018-11-26,24,0
2018-11-27,34,1
2018-11-28,40,0
2018-11-29,30,0
2018-11-30,35,0
2018-12-01,50,0
2018-12-02,61,0
2018-12-03,35,0
2018-12-04,50,0
2018-12-05,45,0
2018-12-06,32,0
2018-12-07,42,1
2018-12-08,45,0
2018-12-09,36,0
2018-12-10,58,0
2018-12-11,33,1
2018-12-12,37,0
2018-12-13,20,0
2018-12-14,31,0
2018-12-15,44,0
2018-12-16,52,0
2018-12-17,40,1
2018-12-18,34,0
2018-12-19,35,0
2018-12-20,43,0
2018-12-21,43,0
2018-12-22,38,0
2018-12-23,50,0
2018-12-24,46,0
2018-12-25,39,0
2018-12-26,56,0
2018-12-27,48,0
2018-12-28,37,0
2018-12-29,54,0
2018-12-30,49,0
2018-12-31,45,1
2019-01-01,63,0
2019-01-02,51,0
2019-01-03,41,0
2019-01-04,54,0
2019-01-05,42,0
2019-01-06,46,0
2019-01-07,39,0
2019-01-08,38,0
2019-01-09,43,0
2019-01-10,34,0
2019-01-11,27,0
2019-01-12,57,0
2019-01-13,56,0
2019-01-14,26,0
2019-01-15,37,1
2019-01-16,31,0
2019-01-17,36,0
2019-01-18,52,0
2019-01-19,56,0
2019-01-20,54,0
2019-01-21,56,0
2019-01-22,44,0
2019-01-23,35,1
2019-01-24,37,0
2019-01-25,34,0
2019-01-26,53,0
2019-01-27,44,0
2019-01-28,23,0
2019-01-29,34,0
2019-01-30,44,0
2019-01-31,24,0
2019-02-01,52,0
2019-02-02,55,0
2019-02-03,53,0
2019-02-04,26,0
2019-02-05,29,0
2019-02-06,35,0
2019-02-07,26,0
2019-02-08,35,1
2019-02-09,58,1
2019-02-10,41,0
2019-02-11,36,0
2019-02-12,41,0
2019-02-13,35,0
2019-02-14,30,0
2019-02-15,34,0
2019-02-16,51,0
2019-02-17,46,0
2019-02-18,38,0
2019-02-19,43,1
2019-02-20,41,0
2019-02-21,34,0
2019-02-22,25,0
2019-02-23,62,0
2019-02-24,72,0
2019-02-25,59,0
2019-02-26,27,0
2019-02-27,29,0
2019-02-28,33,0
2019-03-01,39,0
2019-03-02,46,0
2019-03-03,55,0
2019-03-04,46,0
2019-03-05,35,0
2019-03-06,42,0
2019-03-07,22,0
2019-03-08,25,0
2019-03-09,58,0
2019-03-10,45,1
2019-03-11,42,0
2019-03-12,28,0
2019-03-13,37,0
2019-03-14,38,0
2019-03-15,37,0
2019-03-16,49,0
2019-03-17,41,0
2019-03-18,27,0
2019-03-19,44,0
2019-03-20,37,0
2019-03-21,35,0
2019-03-22,40,0
2019-03-23,36,0
2019-03-24,45,0
2019-03-25,26,0
2019-03-26,41,0
2019-03-27,31,0
2019-03-28,32,0
2019-03-29,40,0
2019-03-30,48,0
2019-03-31,42,0
2019-04-01,40,0
2019-04-02,29,0
2019-04-03,48,0
2019-04-04,38,1
2019-04-05,48,0
2019-04-06,48,0
2019-04-07,49,0
2019-04-08,30,0
2019-04-09,39,0
2019-04-10,40,0
2019-04-11,50,0
2019-04-12,37,0
2019-04-13,45,0
2019-04-14,40,0
2019-04-15,39,0
2019-04-16,31,0
2019-04-17,44,0
2019-04-18,45,0
2019-04-19,58,0
2019-04-20,46,0
2019-04-21,47,0
2019-04-22,41,1
2019-04-23,30,0
2019-04-24,29,1
2019-04-25,30,0
2019-04-26,38,0
2019-04-27,47,0
2019-04-28,40,0
2019-04-29,31,0
2019-04-30,26,0
2019-05-01,24,0
2019-05-02,30,0
2019-05-03,30,0
2019-05-04,46,0
2019-05-05,31,0
2019-05-06,28,0
2019-05-07,33,0
2019-05-08,32,0
2019-05-09,28,0
2019-05-10,41,0
2019-05-11,42,0
2019-05-12,38,0
2019-05-13,35,0
2019-05-14,31,0
2019-05-15,31,0
2019-05-16,20,0
2019-05-17,37,0
2019-05-18,35,0
2019-05-19,45,1
2019-05-20,31,0
2019-05-21,31,0
2019-05-22,43,0
2019-05-23,31,0
2019-05-24,38,0
2019-05-25,47,0
2019-05-26,47,0
2019-05-27,41,1
2019-05-28,50,0
2019-05-29,43,0
2019-05-30,34,0
2019-05-31,38,0
2019-06-01,43,0
2019-06-02,46,0
2019-06-03,34,1
2019-06-04,34,0
2019-06-05,36,0
2019-06-06,49,0
2019-06-07,21,0
2019-06-08,54,0
2019-06-09,35,0
2019-06-10,46,0
2019-06-11,36,0
2019-06-12,40,0
2019-06-13,24,0
2019-06-14,40,0
2019-06-15,39,0
2019-06-16,46,0
2019-06-17,42,0
2019-06-18,29,0
2019-06-19,46,0
2019-06-20,53,0
2019-06-21,42,0
2019-06-22,36,0
2019-06-23,39,0
2019-06-24,44,0
2019-06-25,36,0
2019-06-26,45,0
2019-06-27,49,0
2019-06-28,45,0
2019-06-29,46,0
2019-06-30,47,0
2019-07-01,38,0
2019-07-02,45,0
2019-07-03,27,0
2019-07-04,21,0
2019-07-05,50,0
2019-07-06,35,0
2019-07-07,49,0
2019-07-08,42,0
2019-07-09,47,0
2019-07-10,37,0
2019-07-11,43,0
2019-07-12,33,1
2019-07-13,51,0
2019-07-14,42,0
2019-07-15,46,0
2019-07-16,37,0
2019-07-17,38,0
2019-07-18,25,0
2019-07-19,37,0
2019-07-20,32,0
2019-07-21,31,0
2019-07-22,35,0
2019-07-23,39,0
2019-07-24,40,2
2019-07-25,41,0
2019-07-26,28,0
2019-07-27,41,0
2019-07-28,38,0
2019-07-29,31,0
2019-07-30,38,0
2019-07-31,36,0
2019-08-01,48,1
2019-08-02,41,0
2019-08-03,46,0
2019-08-04,68,0
2019-08-05,39,0
2019-08-06,30,0
2019-08-07,28,0
2019-08-08,36,1
2019-08-09,71,0
2019-08-10,50,0
2019-08-11,53,0
2019-08-12,36,0
2019-08-13,43,0
2019-08-14,35,0
2019-08-15,39,0
2019-08-16,39,1
2019-08-17,38,1
2019-08-18,43,1
2019-08-19,49,0
2019-08-20,30,0
2019-08-21,39,0
2019-08-22,26,0
2019-08-23,33,0
2019-08-24,31,0
2019-08-25,44,0
2019-08-26,37,0
2019-08-27,43,0
2019-08-28,37,0
2019-08-29,35,0
2019-08-30,55,0
2019-08-31,36,0
2019-09-01,48,0
2019-09-02,38,0
2019-09-03,27,0
2019-09-04,32,0
2019-09-05,25,0
2019-09-06,25,0
2019-09-07,38,0
2019-09-08,48,0
2019-09-09,33,0
2019-09-10,47,0
2019-09-11,30,0
2019-09-12,27,0
2019-09-13,20,0
2019-09-14,39,1
2019-09-15,41,0
2019-09-16,33,0
2019-09-17,23,0
2019-09-18,33,0
2019-09-19,29,0
2019-09-20,23,0
2019-09-21,40,0
2019-09-22,50,0
2019-09-23,29,0
2019-09-24,34,1
2019-09-25,24,0
2019-09-26,19,0
2019-09-27,25,0
2019-09-28,35,0
2019-09-29,44,0
2019-09-30,32,0
2019-10-01,23,0
2019-10-02,34,0
2019-10-03,17,0
2019-10-04,23,0
2019-10-05,33,0
2019-10-06,43,0
2019-10-07,24,0
2019-10-08,34,0
2019-10-09,35,0
2019-10-10,32,0
2019-10-11,32,0
2019-10-12,41,0
2019-10-13,49,0
2019-10-14,33,0
2019-10-15,28,0
2019-10-16,36,0
2019-10-17,19,0
2019-10-18,14,0
2019-10-19,39,0
2019-10-20,42,0
2019-10-21,34,0
2019-10-22,32,0
2019-10-23,27,0
2019-10-24,31,0
2019-10-25,31,0
2019-10-26,39,0
2019-10-27,47,0
2019-10-28,22,0
2019-10-29,27,0
2019-10-30,24,0
2019-10-31,38,0
2019-11-01,38,0
2019-11-02,36,0
2019-11-03,39,0
2019-11-04,27,0
2019-11-05,22,0
2019-11-06,22,0
2019-11-07,20,0
2019-11-08,20,0
2019-11-09,55,0
2019-11-10,45,0
2019-11-11,35,0
2019-11-12,25,0
2019-11-13,30,0
2019-11-14,18,0
2019-11-15,28,0
2019-11-16,40,0
2019-11-17,55,0
2019-11-18,40,0
2019-11-19,33,0
2019-11-20,38,0
2019-11-21,22,0
2019-11-22,36,0
2019-11-23,35,0
2019-11-24,43,0
2019-11-25,24,0
2019-11-26,20,0
2019-11-27,36,1
2019-11-28,30,0
2019-11-29,32,0
2019-11-30,35,0
2019-12-01,48,0
2019-12-02,22,0
2019-12-03,22,0
2019-12-04,31,0
2019-12-05,36,0
2019-12-06,19,0
2019-12-07,53,0
2019-12-08,41,0
2019-12-09,34,0
2019-12-10,16,0
2019-12-11,27,0
2019-12-12,27,0
2019-12-13,28,0
2019-12-14,45,1
2019-12-15,45,0
2019-12-16,29,0
2019-12-17,42,1
2019-12-18,22,0
2019-12-19,37,0
2019-12-20,31,0
2019-12-21,44,0
2019-12-22,41,0
2019-12-23,40,0
2019-12-24,28,0
2019-12-25,28,0
2019-12-26,44,0
2019-12-27,47,0
2019-12-28,43,0
2019-12-29,37,0
2019-12-30,41,0
2019-12-31,52,0
2020-01-01,51,0
2020-01-02,40,0
2020-01-03,50,0
2020-01-04,46,0
2020-01-05,54,0
2020-01-06,40,0
2020-01-07,37,0
2020-01-08,40,0
2020-01-09,28,0
2020-01-10,37,0
2020-01-11,45,0
2020-01-12,59,0
2020-01-13,37,0
2020-01-14,49,0
2020-01-15,44,0
2020-01-16,32,1
2020-01-17,43,0
2020-01-18,51,0
2020-01-19,53,1
2020-01-20,55,0
2020-01-21,35,0
2020-01-22,50,0
2020-01-23,45,0
2020-01-24,33,0
2020-01-25,59,0
2020-01-26,65,0
2020-01-27,33,0
2020-01-28,40,1
2020-01-29,40,0
2020-01-30,31,0
2020-01-31,42,0
2020-02-01,48,0
2020-02-02,53,1
2020-02-03,33,0
2020-02-04,38,0
2020-02-05,31,0
2020-02-06,35,1
2020-02-07,43,0
2020-02-08,44,0
2020-02-09,49,0
2020-02-10,37,0
2020-02-11,42,0
2020-02-12,36,0
2020-02-13,28,0
2020-02-14,39,0
2020-02-15,48,0
2020-02-16,76,0
2020-02-17,40,0
2020-02-18,34,0
2020-02-19,43,1
2020-02-20,53,0
2020-02-21,42,0
2020-02-22,37,0
2020-02-23,34,0
2020-02-24,31,0
2020-02-25,46,0
2020-02-26,28,0
2020-02-27,31,0
2020-02-28,45,0
2020-02-29,43,0
2020-03-01,36,0
2020-03-02,36,0
2020-03-03,35,0
2020-03-04,43,0
2020-03-05,33,1
2020-03-06,40,0
2020-03-07,46,0
2020-03-08,39,0
2020-03-09,33,0
2020-03-10,27,0
2020-03-11,40,0
2020-03-12,34,0
2020-03-13,44,0
2020-03-14,56,0
2020-03-15,69,1
2020-03-16,55,0
2020-03-17,61,0
2020-03-18,51,1
2020-03-19,46,0
2020-03-20,48,0
2020-03-21,56,1
2020-03-22,70,0
2020-03-23,53,0
2020-03-24,57,0
2020-03-25,56,1
2020-03-26,64,0
2020-03-27,51,0
2020-03-28,79,0
2020-03-29,61,0
2020-03-30,58,1
2020-03-31,56,0
2020-04-01,66,0
2020-04-02,45,2
2020-04-03,67,0
2020-04-04,66,0
2020-04-05,67,1
2020-04-06,54,0
2020-04-07,66,0
2020-04-08,55,0
2020-04-09,57,0
2020-04-10,62,0
2020-04-11,64,0
2020-04-12,60,0
2020-04-13,56,0
2020-04-14,54,0
2020-04-15,60,1
2020-04-16,53,0
2020-04-17,55,0
2020-04-18,50,0
2020-04-19,63,1
2020-04-20,83,0
2020-04-21,82,0
2020-04-22,54,0
2020-04-23,72,0
2020-04-24,51,0
2020-04-25,70,0
2020-04-26,65,0
2020-04-27,57,0
2020-04-28,60,0
2020-04-29,78,1
2020-04-30,60,0
2020-05-01,68,0
2020-05-02,69,0
2020-05-03,63,0
2020-05-04,55,0
2020-05-05,53,0
2020-05-06,62,0
2020-05-07,61,0
2020-05-08,61,0
2020-05-09,59,0
2020-05-10,55,0
2020-05-11,56,0
2020-05-12,56,0
2020-05-13,53,0
2020-05-14,60,0
2020-05-15,43,0
2020-05-16,49,0
2020-05-17,64,0
2020-05-18,50,0
2020-05-19,58,0
2020-05-20,57,0
2020-05-21,52,0
2020-05-22,37,0
2020-05-23,47,0
2020-05-24,40,1
2020-05-25,55,0
2020-05-26,64,0
2020-05-27,40,0
2020-05-28,72,0
2020-05-29,36,0
2020-05-30,26,0
2020-05-31,29,0
2020-06-01,36,0
2020-06-02,29,1
2020-06-03,25,0
2020-06-04,22,0
2020-06-05,20,0
2020-06-06,27,0
2020-06-07,32,0
2020-06-08,18,0
2020-06-09,21,0
2020-06-10,22,0
2020-06-11,33,0
2020-06-12,35,0
2020-06-13,31,0
2020-06-14,30,0
2020-06-15,38,0
2020-06-16,35,0
2020-06-17,32,0
2020-06-18,24,1
2020-06-19,16,0
2020-06-20,23,0
2020-06-21,43,0
2020-06-22,28,0
2020-06-23,33,0
2020-06-24,23,0
2020-06-25,29,0
2020-06-26,28,0
2020-06-27,40,0
2020-06-28,26,0
2020-06-29,28,0
2020-06-30,30,0
2020-07-01,35,1
2020-07-02,29,0
2020-07-03,23,0
2020-07-04,24,0
2020-07-05,29,0
2020-07-06,29,0
2020-07-07,29,0
2020-07-08,31,0
2020-07-09,36,0
2020-07-10,32,0
2020-07-11,31,0
2020-07-12,31,0
2020-07-13,27,0
2020-07-14,41,0
2020-07-15,39,0
2020-07-16,24,0
2020-07-17,33,0
2020-07-18,22,0
2020-07-19,30,0
2020-07-20,29,0
2020-07-21,28,0
2020-07-22,30,0
2020-07-23,29,0
2020-07-24,18,0
2020-07-25,25,1
2020-07-26,31,0
2020-07-27,25,0
2020-07-28,25,0
2020-07-29,18,0
2020-07-30,21,0
2020-07-31,19,0
2020-08-01,31,1
2020-08-02,24,0
2020-08-03,30,0
2020-08-04,33,0
2020-08-05,31,0
2020-08-06,26,0
2020-08-07,28,1
2020-08-08,27,0
2020-08-09,39,1
2020-08-10,31,0
2020-08-11,34,0
2020-08-12,23,0
2020-08-13,26,0
2020-08-14,31,0
2020-08-15,35,0
2020-08-16,29,0
2020-08-17,31,0
2020-08-18,27,0
2020-08-19,24,0
2020-08-20,42,0
2020-08-21,37,0
2020-08-22,42,1
2020-08-23,33,0
2020-08-24,36,0
2020-08-25,31,0
2020-08-26,36,0
2020-08-27,24,0
2020-08-28,23,1
2020-08-29,30,0
2020-08-30,31,0
2020-08-31,33,0
2020-09-01,22,1
2020-09-02,30,0
2020-09-03,36,0
2020-09-04,25,0
2020-09-05,32,0
2020-09-06,31,0
2020-09-07,24,0
2020-09-08,27,0
2020-09-09,23,1
2020-09-10,29,0
2020-09-11,22,0
2020-09-12,50,0
2020-09-13,27,0
2020-09-14,31,0
2020-09-15,26,0
2020-09-16,35,0
2020-09-17,30,0
2020-09-18,31,1
2020-09-19,32,0
2020-09-20,26,0
2020-09-21,30,0
2020-09-22,22,1
2020-09-23,19,0
2020-09-24,23,0
2020-09-25,41,0
2020-09-26,35,0
2020-09-27,34,0
2020-09-28,14,0
2020-09-29,30,0
2020-09-30,18,0
2020-10-01,20,0
2020-10-02,23,1
2020-10-03,36,0
2020-10-04,30,0
2020-10-05,19,0
2020-10-06,21,0
2020-10-07,17,0
2020-10-08,24,1
2020-10-09,35,0
2020-10-10,21,0
2020-10-11,27,0
2020-10-12,22,0
2020-10-13,17,1
2020-10-14,27,0
2020-10-15,28,0
2020-10-16,28,0
2020-10-17,31,0
2020-10-18,33,0
2020-10-19,28,0
2020-10-20,16,0
2020-10-21,27,0
2020-10-22,15,1
2020-10-23,26,0
2020-10-24,18,0
2020-10-25,26,0
2020-10-26,23,0
2020-10-27,23,0
2020-10-28,23,0
2020-10-29,20,0
2020-10-30,23,0
2020-10-31,40,0
2020-11-01,28,0
2020-11-02,19,0
2020-11-03,20,0
2020-11-04,29,0
2020-11-05,16,0
2020-11-06,26,0
2020-11-07,26,0
2020-11-08,33,0
2020-11-09,34,0
2020-11-10,29,0
2020-11-11,21,0
2020-11-12,15,0
2020-11-13,24,0
2020-11-14,28,0
2020-11-15,33,0
2020-11-16,27,0
2020-11-17,31,0
2020-11-18,28,0
2020-11-19,28,0
2020-11-20,29,0
2020-11-21,25,0
2020-11-22,15,0
2020-11-23,21,0
2020-11-24,27,0
2020-11-25,27,0
2020-11-26,33,1
2020-11-27,24,1
2020-11-28,18,0
2020-11-29,30,0
2020-11-30,31,0
2020-12-01,28,0
2020-12-02,23,0
2020-12-03,31,0
2020-12-04,20,0
2020-12-05,26,0
2020-12-06,28,0
2020-12-07,17,0
2020-12-08,20,0
2020-12-09,19,0
2020-12-10,21,0
2020-12-11,24,0
2020-12-12,27,0
2020-12-13,23,0
2020-12-14,19,0
2020-12-15,10,0
2020-12-16,17,0
2020-12-17,18,0
2020-12-18,23,0
2020-12-19,27,1
2020-12-20,34,0
2020-12-21,26,0
2020-12-22,34,0
2020-12-23,35,0
2020-12-24,29,0
2020-12-25,26,0
2020-12-26,38,0
2020-12-27,48,0
2020-12-28,54,1
2020-12-29,27,0
2020-12-30,35,0
2020-12-31,36,0
2021-01-01,41,0
2021-01-02,32,0
2021-01-03,32,0
2021-01-04,31,0
2021-01-05,41,1
2021-01-06,25,0
2021-01-07,36,0
2021-01-08,36,0
2021-01-09,21,0
2021-01-10,35,0
2021-01-11,25,0
2021-01-12,29,0
2021-01-13,30,0
2021-01-14,37,0
2021-01-15,27,0
2021-01-16,28,0
2021-01-17,32,0
2021-01-18,21,0
2021-01-19,34,0
2021-01-20,24,0
2021-01-21,20,0
2021-01-22,26,0
2021-01-23,25,0
2021-01-24,30,0
2021-01-25,26,0
2021-01-26,23,0
2021-01-27,24,0
2021-01-28,25,0
2021-01-29,36,0
2021-01-30,25,0
2021-01-31,39,0
2021-02-01,26,0
2021-02-02,15,0
2021-02-03,34,0
2021-02-04,36,0
2021-02-05,24,0
2021-02-06,34,0
2021-02-07,29,0
2021-02-08,28,1
2021-02-09,25,0
2021-02-10,22,0
2021-02-11,24,0
2021-02-12,30,0
2021-02-13,21,0
2021-02-14,33,0
2021-02-15,32,0
2021-02-16,24,0
2021-02-17,25,0
2021-02-18,26,0
2021-02-19,28,0
2021-02-20,23,0
2021-02-21,27,0
2021-02-22,29,0
2021-02-23,21,0
2021-02-24,17,0
2021-02-25,27,0
2021-02-26,19,0
2021-02-27,21,0
2021-02-28,23,0
2021-03-01,22,0
2021-03-02,20,0
2021-03-03,26,0
2021-03-04,13,0
2021-03-05,26,0
2021-03-06,27,0
2021-03-07,23,0
2021-03-08,22,0
2021-03-09,16,0
2021-03-10,20,0
2021-03-11,24,0
2021-03-12,20,0
2021-03-13,22,0
2021-03-14,25,0
2021-03-15,24,0
2021-03-16,19,0
2021-03-17,11,0
2021-03-18,18,0
2021-03-19,24,0
2021-03-20,22,0
2021-03-21,21,0
2021-03-22,32,0
2021-03-23,29,0
2021-03-24,32,0
2021-03-25,28,0
2021-03-26,22,0
2021-03-27,26,0
2021-03-28,28,0
2021-03-29,27,0
2021-03-30,23,0
2021-03-31,21,0
2021-04-01,21,0
2021-04-02,26,0
2021-04-03,44,0
2021-04-04,17,0
2021-04-05,32,0
2021-04-06,24,0
2021-04-07,21,0
2021-04-08,18,0
2021-04-09,25,0
2021-04-10,29,0
2021-04-11,33,0
2021-04-12,21,0
2021-04-13,22,0
2021-04-14,29,0
2021-04-15,27,0
2021-04-16,25,0
2021-04-17,30,0
2021-04-18,33,0
2021-04-19,33,0
2021-04-20,16,0
2021-04-21,19,0
2021-04-22,23,0
2021-04-23,23,0
2021-04-24,24,0
2021-04-25,38,0
2021-04-26,16,0
2021-04-27,19,0
2021-04-28,20,0
2021-04-29,22,0
2021-04-30,12,0
2021-05-01,22,0
2021-05-02,26,0
2021-05-03,23,0
2021-05-04,12,0
2021-05-05,19,0
2021-05-06,14,0
2021-05-07,14,0
2021-05-08,24,0
2021-05-09,16,0
2021-05-10,14,0
2021-05-11,27,0
2021-05-12,13,0
2021-05-13,17,0
2021-05-14,13,0
2021-05-15,13,0
2021-05-16,16,0
2021-05-17,14,0
2021-05-18,13,0
2021-05-19,22,0
2021-05-20,17,0
2021-05-21,9,0
2021-05-22,23,0
2021-05-23,20,0
2021-05-24,25,0
2021-05-25,16,0
2021-05-26,11,0
2021-05-27,14,0
2021-05-28,30,0
2021-05-29,19,0
2021-05-30,19,0
2021-05-31,21,0
2021-06-01,24,0
2021-06-02,21,0
2021-06-03,27,0
2021-06-04,16,0
2021-06-05,24,0
2021-06-06,23,0
2021-06-07,11,0
2021-06-08,18,0
2021-06-09,18,0
2021-06-10,14,0
2021-06-11,26,0
2021-06-12,13,0
2021-06-13,18,0
2021-06-14,24,0
2021-06-15,20,0
2021-06-16,27,0
2021-06-17,18,0
2021-06-18,24,0
2021-06-19,14,0
2021-06-20,28,0
2021-06-21,17,0
2021-06-22,16,0
2021-06-23,36,0
2021-06-24,19,0
2021-06-25,17,0
2021-06-26,16,0
2021-06-27,16,0
2021-06-28,20,0
2021-06-29,14,0
2021-06-30,30,0
2021-07-01,33,0
2021-07-02,24,0
2021-07-03,24,0
2021-07-04,19,0
2021-07-05,27,0
2021-07-06,17,0
2021-07-07,37,0
2021-07-08,27,0
2021-07-09,23,0
2021-07-10,19,1
2021-07-11,28,0
2021-07-12,25,0
2021-07-13,44,0
2021-07-14,44,0
2021-07-15,23,0
2021-07-16,16,0
2021-07-17,28,0
2021-07-18,30,0
2021-07-19,33,1
2021-07-20,14,0
2021-07-21,19,0
2021-07-22,12,0
2021-07-23,15,0
2021-07-24,22,1
2021-07-25,12,0
2021-07-26,22,0
2021-07-27,21,0
2021-07-28,11,0
2021-07-29,21,0
2021-07-30,15,0
2021-07-31,27,0
2021-08-01,18,0
2021-08-02,19,0
2021-08-03,19,0
2021-08-04,14,0
2021-08-05,17,0
2021-08-06,15,0
2021-08-07,23,0
2021-08-08,17,0
2021-08-09,20,0
2021-08-10,10,0
2021-08-11,20,0
2021-08-12,13,0
2021-08-13,15,0
2021-08-14,25,0
2021-08-15,17,0
2021-08-16,23,0
2021-08-17,20,0
2021-08-18,12,0
2021-08-19,17,0
2021-08-20,14,0
2021-08-21,16,0
2021-08-22,15,0
2021-08-23,10,0
2021-08-24,19,0
2021-08-25,13,0
2021-08-26,23,0
2021-08-27,17,0
2021-08-28,16,0
2021-08-29,17,0
2021-08-30,23,0
2021-08-31,16,0
2021-09-01,29,0
2021-09-02,19,1
2021-09-03,26,0
2021-09-04,17,0
2021-09-05,21,0
2021-09-06,32,0
2021-09-07,24,0
2021-09-08,20,0
2021-09-09,14,0
2021-09-10,23,0
2021-09-11,30,0
2021-09-12,30,0
2021-09-13,25,0
2021-09-14,21,0
2021-09-15,22,0
2021-09-16,25,0
2021-09-17,21,0
2021-09-18,35,0
2021-09-19,30,0
2021-09-20,24,1
2021-09-21,23,0
2021-09-22,21,1
2021-09-23,19,0
2021-09-24,22,1
2021-09-25,22,0
2021-09-26,38,0
2021-09-27,15,0
2021-09-28,29,0
2021-09-29,20,0
2021-09-30,22,0
2021-10-01,22,0
2021-10-02,27,0
2021-10-03,37,0
2021-10-04,28,0
2021-10-05,34,0
2021-10-06,28,0
2021-10-07,12,0
2021-10-08,21,0
2021-10-09,19,0
2021-10-10,21,0
2021-10-11,16,0
2021-10-12,21,0
2021-10-13,20,0
2021-10-14,20,0
2021-10-15,18,0
2021-10-16,20,2
2021-10-17,20,0
2021-10-18,23,0
2021-10-19,17,0
2021-10-20,18,0
2021-10-21,18,0
2021-10-22,11,0
2021-10-23,20,0
2021-10-24,14,0
2021-10-25,17,0
2021-10-26,21,0
2021-10-27,26,0
2021-10-28,19,0
2021-10-29,27,0
2021-10-30,27,0
2021-10-31,18,0
2021-11-01,18,0
2021-11-02,24,0
2021-11-03,16,0
2021-11-04,26,0
2021-11-05,19,0
2021-11-06,23,0
2021-11-07,14,0
2021-11-08,22,0
2021-11-09,18,0
2021-11-10,33,0
2021-11-11,19,0
2021-11-12,22,0
2021-11-13,26,0
2021-11-14,22,1
2021-11-15,26,1
2021-11-16,22,0
2021-11-17,32,0
2021-11-18,25,0
2021-11-19,30,0
2021-11-20,17,0
2021-11-21,34,0
2021-11-22,25,0
2021-11-23,35,0
2021-11-24,25,0
2021-11-25,20,0
2021-11-26,27,0
2021-11-27,37,0
2021-11-28,26,0
2021-11-29,24,0
2021-11-30,26,0
2021-12-01,29,0
2021-12-02,22,0
2021-12-03,28,0
2021-12-04,33,0
2021-12-05,25,0
2021-12-06,17,1
2021-12-07,20,0
2021-12-08,18,0
2021-12-09,18,0
2021-12-10,21,0
2021-12-11,25,0
2021-12-12,35,0
2021-12-13,14,0
2021-12-14,19,0
2021-12-15,11,0
2021-12-16,18,0
2021-12-17,38,0
2021-12-18,19,0
2021-12-19,23,0
2021-12-20,22,0
2021-12-21,19,0
2021-12-22,32,0
2021-12-23,16,0
2021-12-24,19,0
2021-12-25,24,0
2021-12-26,27,0
2021-12-27,30,0
2021-12-28,35,0
2021-12-29,22,0
2021-12-30,26,0
2021-12-31,23,0
2022-01-01,29,0
2022-01-02,27,0
2022-01-03,26,0
2022-01-04,23,1
2022-01-05,22,0
2022-01-06,19,0
2022-01-07,19,0
2022-01-08,30,0
2022-01-09,32,0
2022-01-10,17,0
2022-01-11,21,0
2022-01-12,26,0
2022-01-13,23,0
2022-01-14,29,0
2022-01-15,24,0
2022-01-16,31,0
2022-01-17,36,0
2022-01-18,36,0
2022-01-19,36,0
2022-01-20,17,0
2022-01-21,30,0
2022-01-22,22,0
2022-01-23,22,0
2022-01-24,35,0
2022-01-25,35,0
2022-01-26,19,0
2022-01-27,25,1
2022-01-28,40,0
2022-01-29,36,0
2022-01-30,33,0
2022-01-31,40,1
2022-02-01,21,0
2022-02-02,25,0
2022-02-03,23,0
2022-02-04,26,0
2022-02-05,33,0
2022-02-06,25,0
2022-02-07,24,0
2022-02-08,13,0
2022-02-09,26,0
2022-02-10,26,0
2022-02-11,32,0
2022-02-12,35,0
2022-02-13,37,0
2022-02-14,24,0
2022-02-15,24,0
2022-02-16,34,0
2022-02-17,27,0
2022-02-18,25,0
2022-02-19,26,0
2022-02-20,36,0
2022-02-21,29,1
2022-02-22,24,0
2022-02-23,26,0
2022-02-24,25,0
2022-02-25,15,0
2022-02-26,35,0
2022-02-27,25,0
2022-02-28,21,0
2022-03-01,15,0
2022-03-02,24,0
2022-03-03,24,0
2022-03-04,24,0
2022-03-05,20,0
2022-03-06,20,0
2022-03-07,21,0
2022-03-08,21,0
2022-03-09,15,0
2022-03-10,17,0
2022-03-11,21,1
2022-03-12,31,0
2022-03-13,21,0
2022-03-14,21,0
2022-03-15,17,0
2022-03-16,18,0
2022-03-17,17,0
2022-03-18,18,0
2022-03-19,35,0
2022-03-20,19,0
