Date,Content type,Views,Subscribers gained
2019-04-14,Shorts,0,0
2019-04-15,Shorts,0,0
2019-04-16,Shorts,0,0
2019-04-17,Shorts,0,0
2019-04-18,Shorts,0,0
2019-04-19,Shorts,0,0
2019-04-20,Shorts,0,0
2019-04-21,Shorts,0,0
2019-04-22,Shorts,0,0
2019-04-23,Shorts,0,0
2019-04-24,Shorts,0,0
2019-04-25,Shorts,0,0
2019-04-26,Shorts,0,0
2019-04-27,Shorts,0,0
2019-04-28,Shorts,0,0
2019-04-29,Shorts,0,0
2019-04-30,Shorts,0,0
2019-05-01,Shorts,0,0
2019-05-02,Shorts,0,0
2019-05-03,Shorts,0,0
2019-05-04,Shorts,0,0
2019-05-05,Shorts,0,0
2019-05-06,Shorts,0,0
2019-05-07,Shorts,0,0
2019-05-08,Shorts,0,0
2019-05-09,Shorts,0,0
2019-05-10,Shorts,0,0
2019-05-11,Shorts,0,0
2019-05-12,Shorts,0,0
2019-05-13,Shorts,0,0
2019-05-14,Shorts,0,0
2019-05-15,Shorts,0,0
2019-05-16,Shorts,0,0
2019-05-17,Shorts,0,0
2019-05-18,Shorts,0,0
2019-05-19,Shorts,0,0
2019-05-20,Shorts,0,0
2019-05-21,Shorts,0,0
2019-05-22,Shorts,0,0
2019-05-23,Shorts,0,0
2019-05-24,Shorts,0,0
2019-05-25,Shorts,0,0
2019-05-26,Shorts,0,0
2019-05-27,Shorts,0,0
2019-05-28,Shorts,0,0
2019-05-29,Shorts,0,0
2019-05-30,Shorts,0,0
2019-05-31,Shorts,0,0
2019-06-01,Shorts,0,0
2019-06-02,Shorts,0,0
2019-06-03,Shorts,0,0
2019-06-04,Shorts,0,0
2019-06-05,Shorts,0,0
2019-06-06,Shorts,0,0
2019-06-07,Shorts,0,0
2019-06-08,Shorts,0,0
2019-06-09,Shorts,0,0
2019-06-10,Shorts,0,0
2019-06-11,Shorts,0,0
2019-06-12,Shorts,0,0
2019-06-13,Shorts,0,0
2019-06-14,Shorts,0,0
2019-06-15,Shorts,0,0
2019-06-16,Shorts,0,0
2019-06-17,Shorts,0,0
2019-06-18,Shorts,0,0
2019-06-19,Shorts,0,0
2019-06-20,Shorts,0,0
2019-06-21,Shorts,0,0
2019-06-22,Shorts,0,0
2019-06-23,Shorts,0,0
2019-06-24,Shorts,0,0
2019-06-25,Shorts,0,0
2019-06-26,Shorts,0,0
2019-06-27,Shorts,0,0
2019-06-28,Shorts,0,0
2019-06-29,Shorts,0,0
2019-06-30,Shorts,0,0
2019-07-01,Shorts,0,0
2019-07-02,Shorts,0,0
2019-07-03,Shorts,0,0
2019-07-04,Shorts,0,0
2019-07-05,Shorts,0,0
2019-07-06,Shorts,0,0
2019-07-07,Shorts,0,0
2019-07-08,Shorts,0,0
2019-07-09,Shorts,0,0
2019-07-10,Shorts,0,0
2019-07-11,Shorts,0,0
2019-07-12,Shorts,0,0
2019-07-13,Shorts,0,0
2019-07-14,Shorts,0,0
2019-07-15,Shorts,0,0
2019-07-16,Shorts,0,0
2019-07-17,Shorts,0,0
2019-07-18,Shorts,0,0
2019-07-19,Shorts,0,0
2019-07-20,Shorts,0,0
2019-07-21,Shorts,0,0
2019-07-22,Shorts,0,0
2019-07-23,Shorts,0,0
2019-07-24,Shorts,0,0
2019-07-25,Shorts,0,0
2019-07-26,Shorts,0,0
2019-07-27,Shorts,0,0
2019-07-28,Shorts,0,0
2019-07-29,Shorts,0,0
2019-07-30,Shorts,0,0
2019-07-31,Shorts,0,0
2019-08-01,Shorts,0,0
2019-08-02,Shorts,0,0
2019-08-03,Shorts,0,0
2019-08-04,Shorts,0,0
2019-08-05,Shorts,0,0
2019-08-06,Shorts,0,0
2019-08-07,Shorts,0,0
2019-08-08,Shorts,0,0
2019-08-09,Shorts,0,0
2019-08-10,Shorts,0,0
2019-08-11,Shorts,0,0
2019-08-12,Shorts,0,0
2019-08-13,Shorts,0,0
2019-08-14,Shorts,0,0
2019-08-15,Shorts,0,0
2019-08-16,Shorts,0,0
2019-08-17,Shorts,0,0
2019-08-18,Shorts,0,0
2019-08-19,Shorts,0,0
2019-08-20,Shorts,0,0
2019-08-21,Shorts,0,0
2019-08-22,Shorts,0,0
2019-08-23,Shorts,0,0
2019-08-24,Shorts,0,0
2019-08-25,Shorts,0,0
2019-08-26,Shorts,0,0
2019-08-27,Shorts,0,0
2019-08-28,Shorts,0,0
2019-08-29,Shorts,0,0
2019-08-30,Shorts,0,0
2019-08-31,Shorts,0,0
2019-09-01,Shorts,0,0
2019-09-02,Shorts,0,0
2019-09-03,Shorts,0,0
2019-09-04,Shorts,0,0
2019-09-05,Shorts,0,0
2019-09-06,Shorts,0,0
2019-09-07,Shorts,0,0
2019-09-08,Shorts,0,0
2019-09-09,Shorts,0,0
2019-09-10,Shorts,0,0
2019-09-11,Shorts,0,0
2019-09-12,Shorts,0,0
2019-09-13,Shorts,0,0
2019-09-14,Shorts,0,0
2019-09-15,Shorts,0,0
2019-09-16,Shorts,0,0
2019-09-17,Shorts,0,0
2019-09-18,Shorts,0,0
2019-09-19,Shorts,0,0
2019-09-20,Shorts,0,0
2019-09-21,Shorts,0,0
2019-09-22,Shorts,0,0
2019-09-23,Shorts,0,0
2019-09-24,Shorts,0,0
2019-09-25,Shorts,0,0
2019-09-26,Shorts,0,0
2019-09-27,Shorts,0,0
2019-09-28,Shorts,0,0
2019-09-29,Shorts,0,0
2019-09-30,Shorts,0,0
2019-10-01,Shorts,0,0
2019-10-02,Shorts,0,0
2019-10-03,Shorts,0,0
2019-10-04,Shorts,0,0
2019-10-05,Shorts,0,0
2019-10-06,Shorts,0,0
2019-10-07,Shorts,0,0
2019-10-08,Shorts,0,0
2019-10-09,Shorts,0,0
2019-10-10,Shorts,0,0
2019-10-11,Shorts,0,0
2019-10-12,Shorts,0,0
2019-10-13,Shorts,0,0
2019-10-14,Shorts,0,0
2019-10-15,Shorts,0,0
2019-10-16,Shorts,0,0
2019-10-17,Shorts,0,0
2019-10-18,Shorts,0,0
2019-10-19,Shorts,0,0
2019-10-20,Shorts,0,0
2019-10-21,Shorts,0,0
2019-10-22,Shorts,0,0
2019-10-23,Shorts,0,0
2019-10-24,Shorts,0,0
2019-10-25,Shorts,0,0
2019-10-26,Shorts,0,0
2019-10-27,Shorts,0,0
2019-10-28,Shorts,0,0
2019-10-29,Shorts,0,0
2019-10-30,Shorts,0,0
2019-10-31,Shorts,0,0
2019-11-01,Shorts,0,0
2019-11-02,Shorts,0,0
2019-11-03,Shorts,0,0
2019-11-04,Shorts,0,0
2019-11-05,Shorts,0,0
2019-11-06,Shorts,0,0
2019-11-07,Shorts,0,0
2019-11-08,Shorts,0,0
2019-11-09,Shorts,0,0
2019-11-10,Shorts,0,0
2019-11-11,Shorts,0,0
2019-11-12,Shorts,0,0
2019-11-13,Shorts,0,0
2019-11-14,Shorts,0,0
2019-11-15,Shorts,0,0
2019-11-16,Shorts,0,0
2019-11-17,Shorts,0,0
2019-11-18,Shorts,0,0
2019-11-19,Shorts,0,0
2019-11-20,Shorts,0,0
2019-11-21,Shorts,0,0
2019-11-22,Shorts,0,0
2019-11-23,Shorts,0,0
2019-11-24,Shorts,0,0
2019-11-25,Shorts,0,0
2019-11-26,Shorts,0,0
2019-11-27,Shorts,0,0
2019-11-28,Shorts,0,0
2019-11-29,Shorts,0,0
2019-11-30,Shorts,0,0
2019-12-01,Shorts,0,0
2019-12-02,Shorts,0,0
2019-12-03,Shorts,0,0
2019-12-04,Shorts,0,0
2019-12-05,Shorts,0,0
2019-12-06,Shorts,0,0
2019-12-07,Shorts,0,0
2019-12-08,Shorts,0,0
2019-12-09,Shorts,0,0
2019-12-10,Shorts,0,0
2019-12-11,Shorts,0,0
2019-12-12,Shorts,0,0
2019-12-13,Shorts,0,0
2019-12-14,Shorts,0,0
2019-12-15,Shorts,0,0
2019-12-16,Shorts,0,0
2019-12-17,Shorts,0,0
2019-12-18,Shorts,0,0
2019-12-19,Shorts,0,0
2019-12-20,Shorts,0,0
2019-12-21,Shorts,0,0
2019-12-22,Shorts,0,0
2019-12-23,Shorts,0,0
2019-12-24,Shorts,0,0
2019-12-25,Shorts,0,0
2019-12-26,Shorts,0,0
2019-12-27,Shorts,0,0
2019-12-28,Shorts,0,0
2019-12-29,Shorts,0,0
2019-12-30,Shorts,0,0
2019-12-31,Shorts,0,0
2020-01-01,Shorts,0,0
2020-01-02,Shorts,0,0
2020-01-03,Shorts,0,0
2020-01-04,Shorts,0,0
2020-01-05,Shorts,0,0
2020-01-06,Shorts,0,0
2020-01-07,Shorts,0,0
2020-01-08,Shorts,0,0
2020-01-09,Shorts,0,0
2020-01-10,Shorts,0,0
2020-01-11,Shorts,0,0
2020-01-12,Shorts,0,0
2020-01-13,Shorts,0,0
2020-01-14,Shorts,0,0
2020-01-15,Shorts,0,0
2020-01-16,Shorts,0,0
2020-01-17,Shorts,0,0
2020-01-18,Shorts,0,0
2020-01-19,Shorts,0,0
2020-01-20,Shorts,0,0
2020-01-21,Shorts,0,0
2020-01-22,Shorts,0,0
2020-01-23,Shorts,0,0
2020-01-24,Shorts,0,0
2020-01-25,Shorts,0,0
2020-01-26,Shorts,0,0
2020-01-27,Shorts,0,0
2020-01-28,Shorts,0,0
2020-01-29,Shorts,0,0
2020-01-30,Shorts,0,0
2020-01-31,Shorts,0,0
2020-02-01,Shorts,0,0
2020-02-02,Shorts,0,0
2020-02-03,Shorts,0,0
2020-02-04,Shorts,0,0
2020-02-05,Shorts,0,0
2020-02-06,Shorts,0,0
2020-02-07,Shorts,0,0
2020-02-08,Shorts,0,0
2020-02-09,Shorts,0,0
2020-02-10,Shorts,0,0
2020-02-11,Shorts,0,0
2020-02-12,Shorts,0,0
2020-02-13,Shorts,0,0
2020-02-14,Shorts,0,0
2020-02-15,Shorts,0,0
2020-02-16,Shorts,0,0
2020-02-17,Shorts,0,0
2020-02-18,Shorts,0,0
2020-02-19,Shorts,0,0
2020-02-20,Shorts,0,0
2020-02-21,Shorts,0,0
2020-02-22,Shorts,0,0
2020-02-23,Shorts,0,0
2020-02-24,Shorts,0,0
2020-02-25,Shorts,0,0
2020-02-26,Shorts,0,0
2020-02-27,Shorts,0,0
2020-02-28,Shorts,0,0
2020-02-29,Shorts,0,0
2020-03-01,Shorts,0,0
2020-03-02,Shorts,0,0
2020-03-03,Shorts,0,0
2020-03-04,Shorts,0,0
2020-03-05,Shorts,0,0
2020-03-06,Shorts,0,0
2020-03-07,Shorts,0,0
2020-03-08,Shorts,0,0
2020-03-09,Shorts,0,0
2020-03-10,Shorts,0,0
2020-03-11,Shorts,0,0
2020-03-12,Shorts,0,0
2020-03-13,Shorts,0,0
2020-03-14,Shorts,0,0
2020-03-15,Shorts,0,0
2020-03-16,Shorts,0,0
2020-03-17,Shorts,0,0
2020-03-18,Shorts,0,0
2020-03-19,Shorts,0,0
2020-03-20,Shorts,0,0
2020-03-21,Shorts,0,0
2020-03-22,Shorts,0,0
2020-03-23,Shorts,0,0
2020-03-24,Shorts,0,0
2020-03-25,Shorts,0,0
2020-03-26,Shorts,0,0
2020-03-27,Shorts,0,0
2020-03-28,Shorts,0,0
2020-03-29,Shorts,0,0
2020-03-30,Shorts,0,0
2020-03-31,Shorts,0,0
2020-04-01,Shorts,0,0
2020-04-02,Shorts,0,0
2020-04-03,Shorts,0,0
2020-04-04,Shorts,0,0
2020-04-05,Shorts,0,0
2020-04-06,Shorts,0,0
2020-04-07,Shorts,0,0
2020-04-08,Shorts,0,0
2020-04-09,Shorts,0,0
2020-04-10,Shorts,0,0
2020-04-11,Shorts,0,0
2020-04-12,Shorts,0,0
2020-04-13,Shorts,0,0
2020-04-14,Shorts,0,0
2020-04-15,Shorts,0,0
2020-04-16,Shorts,0,0
2020-04-17,Shorts,0,0
2020-04-18,Shorts,0,0
2020-04-19,Shorts,0,0
2020-04-20,Shorts,0,0
2020-04-21,Shorts,0,0
2020-04-22,Shorts,0,0
2020-04-23,Shorts,0,0
2020-04-24,Shorts,0,0
2020-04-25,Shorts,0,0
2020-04-26,Shorts,0,0
2020-04-27,Shorts,0,0
2020-04-28,Shorts,0,0
2020-04-29,Shorts,0,0
2020-04-30,Shorts,0,0
2020-05-01,Shorts,0,0
2020-05-02,Shorts,0,0
2020-05-03,Shorts,0,0
2020-05-04,Shorts,0,0
2020-05-05,Shorts,0,0
2020-05-06,Shorts,0,0
2020-05-07,Shorts,0,0
2020-05-08,Shorts,0,0
2020-05-09,Shorts,0,0
2020-05-10,Shorts,0,0
2020-05-11,Shorts,0,0
2020-05-12,Shorts,0,0
2020-05-13,Shorts,0,0
2020-05-14,Shorts,0,0
2020-05-15,Shorts,0,0
2020-05-16,Shorts,0,0
2020-05-17,Shorts,0,0
2020-05-18,Shorts,0,0
2020-05-19,Shorts,0,0
2020-05-20,Shorts,0,0
2020-05-21,Shorts,0,0
2020-05-22,Shorts,0,0
2020-05-23,Shorts,0,0
2020-05-24,Shorts,0,0
2020-05-25,Shorts,0,0
2020-05-26,Shorts,0,0
2020-05-27,Shorts,0,0
2020-05-28,Shorts,0,0
2020-05-29,Shorts,0,0
2020-05-30,Shorts,0,0
2020-05-31,Shorts,0,0
2020-06-01,Shorts,0,0
2020-06-02,Shorts,0,0
2020-06-03,Shorts,0,0
2020-06-04,Shorts,0,0
2020-06-05,Shorts,0,0
2020-06-06,Shorts,0,0
2020-06-07,Shorts,0,0
2020-06-08,Shorts,0,0
2020-06-09,Shorts,0,0
2020-06-10,Shorts,0,0
2020-06-11,Shorts,0,0
2020-06-12,Shorts,0,0
2020-06-13,Shorts,0,0
2020-06-14,Shorts,0,0
2020-06-15,Shorts,0,0
2020-06-16,Shorts,0,0
2020-06-17,Shorts,0,0
2020-06-18,Shorts,0,0
2020-06-19,Shorts,0,0
2020-06-20,Shorts,0,0
2020-06-21,Shorts,0,0
2020-06-22,Shorts,0,0
2020-06-23,Shorts,0,0
2020-06-24,Shorts,0,0
2020-06-25,Shorts,0,0
2020-06-26,Shorts,0,0
2020-06-27,Shorts,0,0
2020-06-28,Shorts,0,0
2020-06-29,Shorts,0,0
2020-06-30,Shorts,0,0
2020-07-01,Shorts,0,0
2020-07-02,Shorts,0,0
2020-07-03,Shorts,0,0
2020-07-04,Shorts,0,0
2020-07-05,Shorts,0,0
2020-07-06,Shorts,0,0
2020-07-07,Shorts,0,0
2020-07-08,Shorts,0,0
2020-07-09,Shorts,0,0
2020-07-10,Shorts,0,0
2020-07-11,Shorts,0,0
2020-07-12,Shorts,0,0
2020-07-13,Shorts,0,0
2020-07-14,Shorts,0,0
2020-07-15,Shorts,0,0
2020-07-16,Shorts,0,0
2020-07-17,Shorts,0,0
2020-07-18,Shorts,0,0
2020-07-19,Shorts,0,0
2020-07-20,Shorts,0,0
2020-07-21,Shorts,0,0
2020-07-22,Shorts,0,0
2020-07-23,Shorts,0,0
2020-07-24,Shorts,0,0
2020-07-25,Shorts,0,0
2020-07-26,Shorts,0,0
2020-07-27,Shorts,0,0
2020-07-28,Shorts,0,0
2020-07-29,Shorts,0,0
2020-07-30,Shorts,0,0
2020-07-31,Shorts,0,0
2020-08-01,Shorts,0,0
2020-08-02,Shorts,0,0
2020-08-03,Shorts,0,0
2020-08-04,Shorts,0,0
2020-08-05,Shorts,0,0
2020-08-06,Shorts,0,0
2020-08-07,Shorts,0,0
2020-08-08,Shorts,0,0
2020-08-09,Shorts,0,0
2020-08-10,Shorts,0,0
2020-08-11,Shorts,0,0
2020-08-12,Shorts,0,0
2020-08-13,Shorts,0,0
2020-08-14,Shorts,0,0
2020-08-15,Shorts,0,0
2020-08-16,Shorts,0,0
2020-08-17,Shorts,0,0
2020-08-18,Shorts,0,0
2020-08-19,Shorts,0,0
2020-08-20,Shorts,0,0
2020-08-21,Shorts,0,0
2020-08-22,Shorts,0,0
2020-08-23,Shorts,0,0
2020-08-24,Shorts,0,0
2020-08-25,Shorts,0,0
2020-08-26,Shorts,0,0
2020-08-27,Shorts,0,0
2020-08-28,Shorts,0,0
2020-08-29,Shorts,0,0
2020-08-30,Shorts,0,0
2020-08-31,Shorts,0,0
2020-09-01,Shorts,0,0
2020-09-02,Shorts,0,0
2020-09-03,Shorts,0,0
2020-09-04,Shorts,0,0
2020-09-05,Shorts,0,0
2020-09-06,Shorts,0,0
2020-09-07,Shorts,0,0
2020-09-08,Shorts,0,0
2020-09-09,Shorts,0,0
2020-09-10,Shorts,0,0
2020-09-11,Shorts,0,0
2020-09-12,Shorts,0,0
2020-09-13,Shorts,0,0
2020-09-14,Shorts,0,0
2020-09-15,Shorts,0,0
2020-09-16,Shorts,0,0
2020-09-17,Shorts,0,0
2020-09-18,Shorts,0,0
2020-09-19,Shorts,0,0
2020-09-20,Shorts,0,0
2020-09-21,Shorts,0,0
2020-09-22,Shorts,0,0
2020-09-23,Shorts,0,0
2020-09-24,Shorts,0,0
2020-09-25,Shorts,0,0
2020-09-26,Shorts,0,0
2020-09-27,Shorts,0,0
2020-09-28,Shorts,0,0
2020-09-29,Shorts,0,0
2020-09-30,Shorts,0,0
2020-10-01,Shorts,0,0
2020-10-02,Shorts,0,0
2020-10-03,Shorts,0,0
2020-10-04,Shorts,0,0
2020-10-05,Shorts,0,0
2020-10-06,Shorts,0,0
2020-10-07,Shorts,0,0
2020-10-08,Shorts,0,0
2020-10-09,Shorts,0,0
2020-10-10,Shorts,0,0
2020-10-11,Shorts,0,0
2020-10-12,Shorts,0,0
2020-10-13,Shorts,0,0
2020-10-14,Shorts,0,0
2020-10-15,Shorts,0,0
2020-10-16,Shorts,0,0
2020-10-17,Shorts,0,0
2020-10-18,Shorts,0,0
2020-10-19,Shorts,0,0
2020-10-20,Shorts,0,0
2020-10-21,Shorts,0,0
2020-10-22,Shorts,0,0
2020-10-23,Shorts,0,0
2020-10-24,Shorts,0,0
2020-10-25,Shorts,0,0
2020-10-26,Shorts,0,0
2020-10-27,Shorts,0,0
2020-10-28,Shorts,0,0
2020-10-29,Shorts,0,0
2020-10-30,Shorts,0,0
2020-10-31,Shorts,0,0
2020-11-01,Shorts,0,0
2020-11-02,Shorts,0,0
2020-11-03,Shorts,0,0
2020-11-04,Shorts,0,0
2020-11-05,Shorts,0,0
2020-11-06,Shorts,0,0
2020-11-07,Shorts,0,0
2020-11-08,Shorts,0,0
2020-11-09,Shorts,0,0
2020-11-10,Shorts,0,0
2020-11-11,Shorts,0,0
2020-11-12,Shorts,0,0
2020-11-13,Shorts,0,0
2020-11-14,Shorts,0,0
2020-11-15,Shorts,0,0
2020-11-16,Shorts,0,0
2020-11-17,Shorts,0,0
2020-11-18,Shorts,0,0
2020-11-19,Shorts,0,0
2020-11-20,Shorts,0,0
2020-11-21,Shorts,0,0
2020-11-22,Shorts,0,0
2020-11-23,Shorts,0,0
2020-11-24,Shorts,0,0
2020-11-25,Shorts,0,0
2020-11-26,Shorts,0,0
2020-11-27,Shorts,0,0
2020-11-28,Shorts,0,0
2020-11-29,Shorts,0,0
2020-11-30,Shorts,0,0
2020-12-01,Shorts,0,0
2020-12-02,Shorts,0,0
2020-12-03,Shorts,0,0
2020-12-04,Shorts,0,0
2020-12-05,Shorts,0,0
2020-12-06,Shorts,0,0
2020-12-07,Shorts,0,0
2020-12-08,Shorts,0,0
2020-12-09,Shorts,0,0
2020-12-10,Shorts,0,0
2020-12-11,Shorts,0,0
2020-12-12,Shorts,0,0
2020-12-13,Shorts,0,0
2020-12-14,Shorts,0,0
2020-12-15,Shorts,0,0
2020-12-16,Shorts,0,0
2020-12-17,Shorts,0,0
2020-12-18,Shorts,0,0
2020-12-19,Shorts,0,0
2020-12-20,Shorts,0,0
2020-12-21,Shorts,0,0
2020-12-22,Shorts,0,0
2020-12-23,Shorts,0,0
2020-12-24,Shorts,0,0
2020-12-25,Shorts,0,0
2020-12-26,Shorts,0,0
2020-12-27,Shorts,0,0
2020-12-28,Shorts,0,0
2020-12-29,Shorts,0,0
2020-12-30,Shorts,0,0
2020-12-31,Shorts,0,0
2021-01-01,Shorts,0,0
2021-01-02,Shorts,0,0
2021-01-03,Shorts,0,0
2021-01-04,Shorts,0,0
2021-01-05,Shorts,0,0
2021-01-06,Shorts,0,0
2021-01-07,Shorts,0,0
2021-01-08,Shorts,0,0
2021-01-09,Shorts,0,0
2021-01-10,Shorts,0,0
2021-01-11,Shorts,0,0
2021-01-12,Shorts,0,0
2021-01-13,Shorts,0,0
2021-01-14,Shorts,0,0
2021-01-15,Shorts,0,0
2021-01-16,Shorts,0,0
2021-01-17,Shorts,0,0
2021-01-18,Shorts,0,0
2021-01-19,Shorts,0,0
2021-01-20,Shorts,0,0
2021-01-21,Shorts,0,0
2021-01-22,Shorts,0,0
2021-01-23,Shorts,0,0
2021-01-24,Shorts,0,0
2021-01-25,Shorts,0,0
2021-01-26,Shorts,0,0
2021-01-27,Shorts,0,0
2021-01-28,Shorts,0,0
2021-01-29,Shorts,0,0
2021-01-30,Shorts,0,0
2021-01-31,Shorts,0,0
2021-02-01,Shorts,0,0
2021-02-02,Shorts,0,0
2021-02-03,Shorts,0,0
2021-02-04,Shorts,0,0
2021-02-05,Shorts,0,0
2021-02-06,Shorts,0,0
2021-02-07,Shorts,0,0
2021-02-08,Shorts,0,0
2021-02-09,Shorts,0,0
2021-02-10,Shorts,0,0
2021-02-11,Shorts,0,0
2021-02-12,Shorts,0,0
2021-02-13,Shorts,0,0
2021-02-14,Shorts,0,0
2021-02-15,Shorts,0,0
2021-02-16,Shorts,0,0
2021-02-17,Shorts,0,0
2021-02-18,Shorts,0,0
2021-02-19,Shorts,0,0
2021-02-20,Shorts,0,0
2021-02-21,Shorts,0,0
2021-02-22,Shorts,0,0
2021-02-23,Shorts,0,0
2021-02-24,Shorts,0,0
2021-02-25,Shorts,0,0
2021-02-26,Shorts,0,0
2021-02-27,Shorts,0,0
2021-02-28,Shorts,0,0
2021-03-01,Shorts,0,0
2021-03-02,Shorts,0,0
2021-03-03,Shorts,0,0
2021-03-04,Shorts,0,0
2021-03-05,Shorts,0,0
2021-03-06,Shorts,0,0
2021-03-07,Shorts,0,0
2021-03-08,Shorts,0,0
2021-03-09,Shorts,0,0
2021-03-10,Shorts,0,0
2021-03-11,Shorts,0,0
2021-03-12,Shorts,0,0
2021-03-13,Shorts,0,0
2021-03-14,Shorts,0,0
2021-03-15,Shorts,0,0
2021-03-16,Shorts,0,0
2021-03-17,Shorts,0,0
2021-03-18,Shorts,0,0
2021-03-19,Shorts,0,0
2021-03-20,Shorts,0,0
2021-03-21,Shorts,0,0
2021-03-22,Shorts,0,0
2021-03-23,Shorts,0,0
2021-03-24,Shorts,0,0
2021-03-25,Shorts,0,0
2021-03-26,Shorts,0,0
2021-03-27,Shorts,0,0
2021-03-28,Shorts,0,0
2021-03-29,Shorts,0,0
2021-03-30,Shorts,0,0
2021-03-31,Shorts,0,0
2021-04-01,Shorts,0,0
2021-04-02,Shorts,0,0
2021-04-03,Shorts,0,0
2021-04-04,Shorts,0,0
2021-04-05,Shorts,0,0
2021-04-06,Shorts,0,0
2021-04-07,Shorts,0,0
2021-04-08,Shorts,0,0
2021-04-09,Shorts,0,0
2021-04-10,Shorts,0,0
2021-04-11,Shorts,0,0
2021-04-12,Shorts,0,0
2021-04-13,Shorts,0,0
2021-04-14,Shorts,0,0
2021-04-15,Shorts,0,0
2021-04-16,Shorts,0,0
2021-04-17,Shorts,0,0
2021-04-18,Shorts,0,0
2021-04-19,Shorts,0,0
2021-04-20,Shorts,0,0
2021-04-21,Shorts,0,0
2021-04-22,Shorts,0,0
2021-04-23,Shorts,0,0
2021-04-24,Shorts,0,0
2021-04-25,Shorts,0,0
2021-04-26,Shorts,0,0
2021-04-27,Shorts,0,0
2021-04-28,Shorts,0,0
2021-04-29,Shorts,0,0
2021-04-30,Shorts,0,0
2021-05-01,Shorts,0,0
2021-05-02,Shorts,0,0
2021-05-03,Shorts,0,0
2021-05-04,Shorts,0,0
2021-05-05,Shorts,0,0
2021-05-06,Shorts,0,0
2021-05-07,Shorts,0,0
2021-05-08,Shorts,0,0
2021-05-09,Shorts,0,0
2021-05-10,Shorts,0,0
2021-05-11,Shorts,0,0
2021-05-12,Shorts,0,0
2021-05-13,Shorts,0,0
2021-05-14,Shorts,0,0
2021-05-15,Shorts,0,0
2021-05-16,Shorts,0,0
2021-05-17,Shorts,0,0
2021-05-18,Shorts,0,0
2021-05-19,Shorts,0,0
2021-05-20,Shorts,0,0
2021-05-21,Shorts,0,0
2021-05-22,Shorts,0,0
2021-05-23,Shorts,0,0
2021-05-24,Shorts,0,0
2021-05-25,Shorts,0,0
2021-05-26,Shorts,0,0
2021-05-27,Shorts,0,0
2021-05-28,Shorts,0,0
2021-05-29,Shorts,0,0
2021-05-30,Shorts,0,0
2021-05-31,Shorts,0,0
2021-06-01,Shorts,0,0
2021-06-02,Shorts,0,0
2021-06-03,Shorts,0,0
2021-06-04,Shorts,0,0
2021-06-05,Shorts,0,0
2021-06-06,Shorts,0,0
2021-06-07,Shorts,0,0
2021-06-08,Shorts,0,0
2021-06-09,Shorts,0,0
2021-06-10,Shorts,0,0
2021-06-11,Shorts,0,0
2021-06-12,Shorts,0,0
2021-06-13,Shorts,0,0
2021-06-14,Shorts,0,0
2021-06-15,Shorts,0,0
2021-06-16,Shorts,0,0
2021-06-17,Shorts,0,0
2021-06-18,Shorts,0,0
2021-06-19,Shorts,0,0
2021-06-20,Shorts,0,0
2021-06-21,Shorts,0,0
2021-06-22,Shorts,0,0
2021-06-23,Shorts,0,0
2021-06-24,Shorts,0,0
2021-06-25,Shorts,0,0
2021-06-26,Shorts,0,0
2021-06-27,Shorts,0,0
2021-06-28,Shorts,0,0
2021-06-29,Shorts,0,0
2021-06-30,Shorts,0,0
2021-07-01,Shorts,0,0
2021-07-02,Shorts,0,0
2021-07-03,Shorts,0,0
2021-07-04,Shorts,0,0
2021-07-05,Shorts,0,0
2021-07-06,Shorts,0,0
2021-07-07,Shorts,0,0
2021-07-08,Shorts,0,0
2021-07-09,Shorts,0,0
2021-07-10,Shorts,0,0
2021-07-11,Shorts,0,0
2021-07-12,Shorts,0,0
2021-07-13,Shorts,0,0
2021-07-14,Shorts,0,0
2021-07-15,Shorts,0,0
2021-07-16,Shorts,0,0
2021-07-17,Shorts,0,0
2021-07-18,Shorts,0,0
2021-07-19,Shorts,0,0
2021-07-20,Shorts,0,0
2021-07-21,Shorts,0,0
2021-07-22,Shorts,0,0
2021-07-23,Shorts,0,0
2021-07-24,Shorts,0,0
2021-07-25,Shorts,0,0
2021-07-26,Shorts,0,0
2021-07-27,Shorts,0,0
2021-07-28,Shorts,0,0
2021-07-29,Shorts,0,0
2021-07-30,Shorts,0,0
2021-07-31,Shorts,0,0
2021-08-01,Shorts,0,0
2021-08-02,Shorts,0,0
2021-08-03,Shorts,0,0
2021-08-04,Shorts,0,0
2021-08-05,Shorts,0,0
2021-08-06,Shorts,0,0
2021-08-07,Shorts,0,0
2021-08-08,Shorts,0,0
2021-08-09,Shorts,0,0
2021-08-10,Shorts,0,0
2021-08-11,Shorts,0,0
2021-08-12,Shorts,0,0
2021-08-13,Shorts,0,0
2021-08-14,Shorts,0,0
2021-08-15,Shorts,0,0
2021-08-16,Shorts,0,0
2021-08-17,Shorts,0,0
2021-08-18,Shorts,0,0
2021-08-19,Shorts,0,0
2021-08-20,Shorts,0,0
2021-08-21,Shorts,0,0
2021-08-22,Shorts,0,0
2021-08-23,Shorts,0,0
2021-08-24,Shorts,0,0
2021-08-25,Shorts,0,0
2021-08-26,Shorts,0,0
2021-08-27,Shorts,0,0
2021-08-28,Shorts,0,0
2021-08-29,Shorts,0,0
2021-08-30,Shorts,0,0
2021-08-31,Shorts,0,0
2021-09-01,Shorts,0,0
2021-09-02,Shorts,0,0
